country,year,iso_code,population,gdp,co2,co2_per_capita,coal_co2,oil_co2,gas_co2,methane,nitrous_oxide,total_ghg,ghg_per_capita
Germany,2019,DEU,82668993.0,4076779000000.0,611.88,7.402,171.15,231.56,212.57,46.55,23.51,681.94,8.249
Germany,2020,DEU,82834331.0,4137931000000.0,559.32,6.752,156.85,214.32,196.38,41.55,21.39,622.26,7.512
Germany,2021,DEU,83000000.0,4200000000000.0,584.86,7.046,156.91,217.78,204.72,45.59,22.6,653.05,7.868
Saudi Arabia,1990,SAU,27339562.0,386045000000.0,251.01,9.181,0.0,167.03,82.52,39.11,7.0,297.12,10.868
Saudi Arabia,1991,SAU,27558278.0,395696000000.0,264.77,9.608,0.0,176.84,88.28,39.81,7.72,312.3,11.332
Saudi Arabia,1992,SAU,27778744.0,405589000000.0,277.45,9.988,0.0,184.11,92.02,42.71,7.76,327.92,11.805
Saudi Arabia,1993,SAU,28000974.0,415729000000.0,285.75,10.205,0.0,193.1,93.03,44.08,8.45,338.27,12.081
Saudi Arabia,1994,SAU,28224982.0,426122000000.0,291.26,10.319,0.0,198.69,95.02,46.32,8.59,346.17,12.265
Saudi Arabia,1995,SAU,28450782.0,436775000000.0,304.11,10.689,0.0,203.17,100.55,46.79,8.99,359.89,12.65
Saudi Arabia,1996,SAU,28678388.0,447694000000.0,314.62,10.971,0.0,214.61,102.96,49.49,9.19,373.3,13.017
Saudi Arabia,1997,SAU,28907815.0,458887000000.0,336.54,11.642,0.0,229.56,111.01,50.07,9.39,396.0,13.699
Saudi Arabia,1998,SAU,29139078.0,470359000000.0,338.32,11.611,0.0,225.04,113.27,52.49,9.84,400.65,13.749
Saudi Arabia,1999,SAU,29372191.0,482118000000.0,358.09,12.191,0.0,236.56,116.76,53.03,10.48,421.6,14.354
Saudi Arabia,2000,SAU,29607168.0,494171000000.0,371.01,12.531,0.0,237.95,137.96,56.68,10.92,438.61,14.814
Saudi Arabia,2001,SAU,29844025.0,506525000000.0,374.41,12.546,0.0,234.26,135.53,58.33,11.32,444.07,14.88
Saudi Arabia,2002,SAU,30082778.0,519188000000.0,382.97,12.731,0.0,240.94,144.03,59.4,11.39,453.76,15.084
Saudi Arabia,2003,SAU,30323440.0,532168000000.0,394.74,13.018,0.0,253.2,149.1,60.06,12.05,466.85,15.396
Saudi Arabia,2004,SAU,30566027.0,545472000000.0,418.89,13.705,0.0,262.61,155.91,63.7,12.2,494.79,16.188
Saudi Arabia,2005,SAU,30810556.0,559109000000.0,420.29,13.641,0.0,261.45,158.1,64.41,12.56,497.25,16.139
Saudi Arabia,2006,SAU,31057040.0,573086000000.0,450.34,14.5,0.0,283.75,168.16,68.91,12.53,531.77,17.122
Saudi Arabia,2007,SAU,31305496.0,587414000000.0,456.35,14.577,0.0,290.12,172.56,69.25,13.22,538.82,17.212
Saudi Arabia,2008,SAU,31555940.0,602099000000.0,472.56,14.975,0.0,289.1,180.99,71.91,13.61,558.08,17.685
Saudi Arabia,2009,SAU,31808388.0,617151000000.0,469.23,14.752,0.0,290.79,178.27,71.21,13.95,554.4,17.429
Saudi Arabia,2010,SAU,32062855.0,632580000000.0,500.19,15.6,0.0,316.67,188.74,76.44,14.41,591.03,18.434
Saudi Arabia,2011,SAU,32319358.0,648395000000.0,501.68,15.522,0.0,315.81,189.84,75.82,14.66,592.16,18.322
Saudi Arabia,2012,SAU,32577913.0,664605000000.0,519.88,15.958,0.0,325.64,197.56,79.95,14.53,614.35,18.858
Saudi Arabia,2013,SAU,32838536.0,681220000000.0,525.17,15.992,0.0,322.22,199.59,79.79,15.39,620.35,18.891
Saudi Arabia,2014,SAU,33101244.0,698250000000.0,533.01,16.103,0.0,325.31,203.22,80.79,15.16,628.96,19.001
Saudi Arabia,2015,SAU,33366054.0,715706000000.0,550.83,16.509,0.0,340.76,211.38,83.36,16.26,650.45,19.494
Saudi Arabia,2016,SAU,33632983.0,733599000000.0,560.53,16.666,0.0,337.96,214.66,85.19,16.16,661.88,19.68
Saudi Arabia,2017,SAU,33902047.0,751939000000.0,574.29,16.94,0.0,353.85,224.32,89.29,16.82,680.41,20.07
Saudi Arabia,2018,SAU,34173263.0,770738000000.0,597.3,17.479,0.0,361.34,226.95,90.28,17.36,704.94,20.628
Saudi Arabia,2019,SAU,34446649.0,790006000000.0,588.36,17.08,0.0,353.35,232.66,90.51,16.89,695.75,20.198
Saudi Arabia,2020,SAU,34722222.0,809756000000.0,565.04,16.273,0.0,341.84,218.53,88.22,16.45,669.71,19.288
Saudi Arabia,2021,SAU,35000000.0,830000000000.0,614.15,17.547,0.0,377.35,237.85,94.51,17.59,726.25,20.75
South Korea,1990,KOR,39837647.0,841858000000.0,274.55,6.892,129.03,100.6,44.59,11.39,5.27,291.22,7.31
South Korea,1991,KOR,40156348.0,862904000000.0,290.98,7.246,134.45,110.0,47.18,11.91,5.63,308.51,7.683
South Korea,1992,KOR,40477599.0,884477000000.0,294.13,7.266,137.97,111.14,47.92,12.37,5.96,312.46,7.719
South Korea,1993,KOR,40801420.0,906589000000.0,307.76,7.543,141.94,114.73,49.76,12.84,6.18,326.78,8.009
South Korea,1994,KOR,41127831.0,929254000000.0,320.63,7.796,148.03,120.34,51.55,13.28,6.22,340.13,8.27
South Korea,1995,KOR,41456854.0,952485000000.0,336.8,8.124,154.61,125.62,54.54,13.54,6.34,356.67,8.603
South Korea,1996,KOR,41788509.0,976297000000.0,349.09,8.354,165.25,128.1,55.72,13.51,6.73,369.33,8.838
South Korea,1997,KOR,42122817.0,1000704000000.0,357.91,8.497,167.31,131.41,57.82,14.44,6.89,379.23,9.003
South Korea,1998,KOR,42459799.0,1025722000000.0,375.95,8.854,172.87,140.63,60.76,14.73,7.2,397.88,9.371
South Korea,1999,KOR,42799478.0,1051365000000.0,381.64,8.917,181.57,139.54,60.94,15.45,7.35,404.43,9.45
South Korea,2000,KOR,43141874.0,1077649000000.0,384.61,8.915,162.64,142.35,75.61,15.4,7.45,407.45,9.444
South Korea,2001,KOR,43487009.0,1104590000000.0,394.53,9.072,168.06,146.1,76.89,15.71,7.88,418.13,9.615
South Korea,2002,KOR,43834905.0,1132205000000.0,405.53,9.251,173.36,155.31,79.94,16.61,7.87,430.0,9.81
South Korea,2003,KOR,44185584.0,1160510000000.0,418.48,9.471,179.13,161.18,83.04,17.08,8.28,443.83,10.045
South Korea,2004,KOR,44539069.0,1189523000000.0,432.25,9.705,179.84,163.85,87.31,17.12,8.48,457.84,10.28
South Korea,2005,KOR,44895381.0,1219261000000.0,437.36,9.742,184.76,162.91,87.11,18.18,8.51,464.05,10.336
South Korea,2006,KOR,45254544.0,1249743000000.0,458.75,10.137,195.04,176.85,91.13,18.24,8.62,485.61,10.731
South Korea,2007,KOR,45616580.0,1280986000000.0,477.47,10.467,203.25,181.48,97.77,18.81,9.09,505.38,11.079
South Korea,2008,KOR,45981513.0,1313011000000.0,467.2,10.161,196.74,174.86,96.18,19.56,9.35,496.11,10.789
South Korea,2009,KOR,46349365.0,1345836000000.0,476.68,10.285,196.35,179.61,96.91,19.19,9.69,505.57,10.908
South Korea,2010,KOR,46720160.0,1379482000000.0,500.34,10.709,205.28,189.77,102.68,20.24,9.67,530.25,11.35
South Korea,2011,KOR,47093921.0,1413969000000.0,520.69,11.057,214.4,202.45,109.24,20.2,10.13,551.03,11.701
South Korea,2012,KOR,47470673.0,1449318000000.0,511.01,10.765,212.24,194.15,107.96,21.47,10.27,542.75,11.433
South Korea,2013,KOR,47850438.0,1485551000000.0,539.71,11.279,218.71,202.83,112.55,21.03,10.42,571.16,11.936
South Korea,2014,KOR,48233242.0,1522690000000.0,538.82,11.171,223.33,207.36,114.93,21.41,10.74,570.97,11.838
South Korea,2015,KOR,48619108.0,1560757000000.0,565.71,11.636,229.01,217.67,121.1,21.9,10.72,598.34,12.307
South Korea,2016,KOR,49008060.0,1599776000000.0,562.14,11.47,223.52,214.5,117.7,22.13,10.7,594.97,12.14
South Korea,2017,KOR,49400125.0,1639771000000.0,589.34,11.93,237.16,230.56,125.96,22.96,11.15,623.45,12.62
South Korea,2018,KOR,49795326.0,1680765000000.0,585.22,11.753,230.35,226.3,124.72,23.84,11.46,620.53,12.462
South Korea,2019,KOR,50193689.0,1722784000000.0,587.6,11.707,229.87,228.76,127.19,23.47,11.92,622.99,12.412
South Korea,2020,KOR,50595238.0,1765854000000.0,553.85,10.947,221.3,217.62,119.51,22.35,10.71,586.91,11.6
South Korea,2021,KOR,51000000.0,1810000000000.0,613.9,12.037,238.47,238.74,132.28,25.01,12.36,651.27,12.77
Indonesia,1990,IDN,213248582.0,260024000000.0,231.58,1.086,119.67,88.17,23.72,87.54,26.48,345.6,1.621
Indonesia,1991,IDN,214954570.0,273025000000.0,235.57,1.096,123.05,90.2,23.72,91.27,27.86,354.69,1.65
Indonesia,1992,IDN,216674207.0,286677000000.0,256.13,1.182,132.98,99.33,25.59,96.11,29.37,381.61,1.761
Indonesia,1993,IDN,218407601.0,301010000000.0,257.65,1.18,131.26,99.89,25.88,101.41,30.27,389.34,1.783
Indonesia,1994,IDN,220154862.0,316061000000.0,269.27,1.223,137.07,105.28,27.77,108.72,32.18,410.16,1.863
Indonesia,1995,IDN,221916100.0,331864000000.0,282.38,1.272,145.53,108.15,29.18,107.74,33.58,423.69,1.909
Indonesia,1996,IDN,223691429.0,348457000000.0,294.75,1.318,150.55,114.17,30.01,114.14,34.78,443.67,1.983
Indonesia,1997,IDN,225480961.0,365880000000.0,311.37,1.381,161.99,121.34,32.31,121.66,36.0,469.02,2.08
Indonesia,1998,IDN,227284808.0,384174000000.0,327.05,1.439,167.81,124.25,33.79,120.76,38.71,486.52,2.141
Indonesia,1999,IDN,229103087.0,403383000000.0,335.35,1.464,173.45,129.49,34.72,129.86,39.47,504.68,2.203
Indonesia,2000,IDN,230935911.0,423552000000.0,340.46,1.474,164.05,132.62,42.43,133.5,41.04,515.0,2.23
Indonesia,2001,IDN,232783399.0,444730000000.0,351.75,1.511,166.01,140.42,42.97,134.45,40.77,526.97,2.264
Indonesia,2002,IDN,234645666.0,466966000000.0,380.49,1.622,183.75,149.97,47.23,141.31,44.12,565.92,2.412
Indonesia,2003,IDN,236522831.0,490314000000.0,387.1,1.637,182.25,151.75,47.99,148.62,45.51,581.22,2.457
Indonesia,2004,IDN,238415014.0,514830000000.0,391.35,1.641,182.43,153.12,50.57,149.94,46.95,588.23,2.467
Indonesia,2005,IDN,240322334.0,540572000000.0,410.54,1.708,193.55,161.73,51.63,157.48,48.38,616.41,2.565
Indonesia,2006,IDN,242244913.0,567600000000.0,423.02,1.746,199.95,165.84,55.39,163.89,48.39,635.3,2.623
Indonesia,2007,IDN,244182872.0,595980000000.0,442.37,1.812,208.99,177.56,57.81,168.7,50.87,661.94,2.711
Indonesia,2008,IDN,246136335.0,625779000000.0,435.74,1.77,203.01,177.64,56.13,168.89,51.59,656.23,2.666
Indonesia,2009,IDN,248105426.0,657068000000.0,454.62,1.832,213.42,185.78,58.99,170.83,52.23,677.68,2.731
Indonesia,2010,IDN,250090269.0,689922000000.0,477.05,1.908,223.48,190.26,63.76,183.29,55.74,716.08,2.863
Indonesia,2011,IDN,252090991.0,724418000000.0,490.05,1.944,225.2,199.51,65.01,187.78,56.77,734.6,2.914
Indonesia,2012,IDN,254107719.0,760639000000.0,498.8,1.963,232.15,198.78,66.83,194.08,58.91,751.79,2.959
Indonesia,2013,IDN,256140581.0,798670000000.0,492.49,1.923,223.95,196.26,66.9,196.88,57.79,747.16,2.917
Indonesia,2014,IDN,258189706.0,838604000000.0,516.15,1.999,240.29,211.1,70.05,198.87,60.23,775.25,3.003
Indonesia,2015,IDN,260255223.0,880534000000.0,522.66,2.008,239.82,213.78,72.34,204.06,62.57,789.28,3.033
Indonesia,2016,IDN,262337265.0,924561000000.0,530.82,2.023,241.7,211.65,72.12,209.81,64.86,805.49,3.07
Indonesia,2017,IDN,264435963.0,970789000000.0,540.94,2.046,244.82,223.06,73.85,212.3,65.3,818.54,3.095
Indonesia,2018,IDN,266551451.0,1019328000000.0,567.27,2.128,253.62,230.23,79.77,216.9,63.85,848.02,3.181
Indonesia,2019,IDN,268683862.0,1070295000000.0,583.52,2.172,258.32,240.99,80.69,226.87,66.67,877.05,3.264
Indonesia,2020,IDN,270833333.0,1123810000000.0,542.11,2.002,240.21,220.39,77.5,215.86,63.29,821.27,3.032
Indonesia,2021,IDN,273000000.0,1180000000000.0,598.46,2.192,270.34,249.46,85.15,228.5,69.63,896.59,3.284
Canada,1990,CAN,29682953.0,930230000000.0,425.32,14.329,32.29,240.76,151.87,79.38,22.83,527.53,17.772
Canada,1991,CAN,29920416.0,953485000000.0,426.91,14.268,33.05,241.88,150.66,79.09,23.7,529.69,17.703
Canada,1992,CAN,30159780.0,977323000000.0,430.17,14.263,33.46,244.06,156.38,78.32,24.29,532.78,17.665
Canada,1993,CAN,30401058.0,1001756000000.0,432.66,14.232,32.95,239.45,154.36,81.5,24.34,538.5,17.713
Canada,1994,CAN,30644266.0,1026799000000.0,442.83,14.451,34.33,248.88,156.8,80.01,24.16,546.99,17.85
Canada,1995,CAN,30889421.0,1052469000000.0,431.3,13.963,33.04,243.94,156.36,83.99,25.1,540.39,17.494
Canada,1996,CAN,31136536.0,1078781000000.0,447.36,14.368,34.55,253.41,162.51,80.37,24.54,552.28,17.737
Canada,1997,CAN,31385628.0,1105751000000.0,455.64,14.517,35.13,257.44,164.22,81.4,24.68,561.72,17.897
Canada,1998,CAN,31636713.0,1133394000000.0,448.12,14.165,34.06,247.66,163.08,82.54,25.13,555.79,17.568
Canada,1999,CAN,31889807.0,1161729000000.0,451.1,14.146,35.56,251.7,161.56,86.27,25.84,563.21,17.661
Canada,2000,CAN,32144925.0,1190773000000.0,452.31,14.071,30.52,240.83,180.8,83.23,24.89,560.42,17.434
Canada,2001,CAN,32402085.0,1220542000000.0,468.64,14.463,31.03,248.89,189.8,87.17,25.22,581.02,17.932
Canada,2002,CAN,32661301.0,1251055000000.0,469.76,14.383,30.45,252.22,190.34,88.89,25.28,583.93,17.878
Canada,2003,CAN,32922592.0,1282332000000.0,460.59,13.99,29.83,242.09,184.19,89.35,25.77,575.71,17.487
Canada,2004,CAN,33185973.0,1314390000000.0,469.44,14.146,30.78,248.21,192.37,85.64,26.36,581.44,17.521
Canada,2005,CAN,33451460.0,1347250000000.0,467.52,13.976,29.61,251.3,187.36,88.82,26.45,582.79,17.422
Canada,2006,CAN,33719072.0,1380931000000.0,478.83,14.201,31.15,248.01,196.61,91.84,26.9,597.58,17.722
Canada,2007,CAN,33988825.0,1415454000000.0,496.97,14.622,31.04,261.14,201.42,91.31,27.8,616.08,18.126
Canada,2008,CAN,34260735.0,1450841000000.0,484.21,14.133,30.77,251.77,199.3,90.58,28.0,602.79,17.594
Canada,2009,CAN,34534821.0,1487112000000.0,496.69,14.382,30.97,256.96,201.7,89.98,27.04,613.7,17.771
Canada,2010,CAN,34811100.0,1524290000000.0,506.57,14.552,31.63,265.99,206.05,94.19,28.03,628.79,18.063
Canada,2011,CAN,35089589.0,1562397000000.0,490.83,13.988,30.62,257.51,200.0,92.67,27.85,611.35,17.423
Canada,2012,CAN,35370305.0,1601457000000.0,497.06,14.053,31.08,263.54,208.02,93.4,27.94,618.4,17.484
Canada,2013,CAN,35653268.0,1641493000000.0,513.19,14.394,31.37,263.2,214.09,96.06,28.23,637.47,17.88
Canada,2014,CAN,35938494.0,1682530000000.0,501.68,13.959,30.74,258.34,207.8,93.12,28.22,623.02,17.336
Canada,2015,CAN,36226002.0,1724594000000.0,523.64,14.455,31.53,269.25,222.99,97.92,29.36,650.93,17.969
Canada,2016,CAN,36515810.0,1767709000000.0,514.04,14.077,30.65,272.21,218.65,93.72,28.18,635.93,17.415
Canada,2017,CAN,36807936.0,1811901000000.0,523.72,14.229,31.58,272.04,221.01,94.86,29.42,648.01,17.605
Canada,2018,CAN,37102400.0,1857199000000.0,537.01,14.474,31.48,281.13,231.54,96.13,29.4,662.55,17.857
Canada,2019,CAN,37399219.0,1903629000000.0,526.67,14.082,31.16,273.11,224.8,100.34,29.39,656.4,17.551
Canada,2020,CAN,37698413.0,1951220000000.0,508.98,13.501,29.59,259.11,218.43,93.96,27.4,630.35,16.721
Canada,2021,CAN,38000000.0,2000000000000.0,549.64,14.464,32.2,280.7,239.27,97.84,29.46,676.95,17.815
Brazil,1990,BRA,167161892.0,744184000000.0,254.42,1.522,19.93,201.92,33.64,224.69,132.91,612.02,3.661
Brazil,1991,BRA,168499187.0,762788000000.0,259.8,1.542,20.34,207.41,34.84,237.94,134.82,632.55,3.754
Brazil,1992,BRA,169847181.0,781858000000.0,278.73,1.641,21.64,221.04,36.88,242.84,138.36,659.94,3.885
Brazil,1993,BRA,171205958.0,801404000000.0,274.26,1.602,20.74,216.85,36.82,246.56,145.79,666.6,3.894
Brazil,1994,BRA,172575606.0,821440000000.0,279.78,1.621,21.78,217.93,38.05,254.08,146.29,680.15,3.941
Brazil,1995,BRA,173956211.0,841976000000.0,295.69,1.7,22.64,232.97,40.16,254.63,148.14,698.47,4.015
Brazil,1996,BRA,175347860.0,863025000000.0,299.35,1.707,23.39,234.56,39.62,264.53,155.89,719.78,4.105
Brazil,1997,BRA,176750643.0,884601000000.0,300.14,1.698,22.91,233.36,40.0,266.37,158.72,725.23,4.103
Brazil,1998,BRA,178164648.0,906716000000.0,315.45,1.771,24.45,247.35,42.88,272.64,164.47,752.56,4.224
Brazil,1999,BRA,179589965.0,929383000000.0,322.05,1.793,24.47,255.82,42.88,282.18,159.14,763.37,4.251
Brazil,2000,BRA,181026685.0,952618000000.0,321.41,1.776,22.48,246.65,50.55,281.24,168.27,770.93,4.259
Brazil,2001,BRA,182474899.0,976434000000.0,336.79,1.846,23.11,259.15,51.9,282.82,168.32,787.92,4.318
Brazil,2002,BRA,183934698.0,1000844000000.0,342.98,1.865,23.81,269.82,54.28,302.06,175.53,820.56,4.461
Brazil,2003,BRA,185406175.0,1025865000000.0,343.03,1.85,23.65,267.62,54.09,295.8,176.73,815.56,4.399
Brazil,2004,BRA,186889425.0,1051512000000.0,353.31,1.89,24.19,274.16,55.56,317.66,176.55,847.52,4.535
Brazil,2005,BRA,188384540.0,1077800000000.0,359.44,1.908,23.68,280.95,58.0,310.62,188.22,858.28,4.556
Brazil,2006,BRA,189891617.0,1104745000000.0,363.84,1.916,24.68,284.42,58.71,311.45,192.96,868.25,4.572
Brazil,2007,BRA,191410750.0,1132364000000.0,378.73,1.979,24.93,296.82,60.11,333.98,186.78,899.49,4.699
Brazil,2008,BRA,192942035.0,1160673000000.0,385.19,1.996,25.46,293.02,61.31,322.9,194.34,902.43,4.677
Brazil,2009,BRA,194485572.0,1189689000000.0,384.27,1.976,25.31,294.58,61.57,343.52,192.82,920.61,4.734
Brazil,2010,BRA,196041456.0,1219432000000.0,402.91,2.055,26.65,313.35,65.61,352.64,197.87,953.42,4.863
Brazil,2011,BRA,197609788.0,1249917000000.0,393.32,1.99,25.25,307.3,62.89,352.23,211.26,956.8,4.842
Brazil,2012,BRA,199190666.0,1281165000000.0,415.86,2.088,26.84,315.39,68.95,358.55,203.82,978.24,4.911
Brazil,2013,BRA,200784192.0,1313195000000.0,406.98,2.027,26.52,316.13,67.76,370.63,213.04,990.65,4.934
Brazil,2014,BRA,202390465.0,1346024000000.0,422.61,2.088,26.87,323.53,69.56,374.39,216.93,1013.93,5.01
Brazil,2015,BRA,204009589.0,1379675000000.0,437.49,2.144,27.67,338.69,72.89,376.35,221.76,1035.6,5.076
Brazil,2016,BRA,205641666.0,1414167000000.0,430.16,2.092,27.12,326.22,71.27,379.96,224.61,1034.74,5.032
Brazil,2017,BRA,207286799.0,1449521000000.0,452.68,2.184,28.47,352.06,75.68,389.3,220.24,1062.23,5.124
Brazil,2018,BRA,208945093.0,1485759000000.0,444.01,2.125,27.5,341.46,73.17,383.68,226.47,1054.16,5.045
Brazil,2019,BRA,210616654.0,1522903000000.0,467.11,2.218,28.72,359.21,77.77,400.74,229.97,1097.82,5.212
Brazil,2020,BRA,212301587.0,1560976000000.0,424.44,1.999,26.14,320.04,70.41,369.43,213.85,1007.72,4.747
Brazil,2021,BRA,214000000.0,1600000000000.0,460.79,2.153,28.0,358.59,78.53,410.31,237.03,1108.13,5.178
Turkey,1990,TUR,65614948.0,381394000000.0,137.3,2.093,64.77,43.61,28.05,23.44,9.51,170.26,2.595
Turkey,1991,TUR,66139868.0,390929000000.0,143.67,2.172,69.07,46.39,29.45,26.4,10.03,180.1,2.723
Turkey,1992,TUR,66668987.0,400702000000.0,151.1,2.266,71.27,48.65,30.62,27.96,11.06,190.12,2.852
Turkey,1993,TUR,67202339.0,410720000000.0,162.91,2.424,76.58,53.3,33.73,29.49,11.23,203.63,3.03
Turkey,1994,TUR,67739957.0,420988000000.0,172.42,2.545,80.21,55.15,34.44,30.77,12.37,215.56,3.182
Turkey,1995,TUR,68281877.0,431512000000.0,176.99,2.592,83.45,57.06,35.8,31.49,12.83,221.31,3.241
Turkey,1996,TUR,68828132.0,442300000000.0,192.06,2.79,89.41,60.99,38.83,34.77,13.69,240.51,3.494
Turkey,1997,TUR,69378757.0,453358000000.0,200.67,2.892,94.53,65.05,40.01,35.81,14.56,251.03,3.618
Turkey,1998,TUR,69933787.0,464692000000.0,209.27,2.992,100.61,68.19,41.91,38.06,14.48,261.81,3.744
Turkey,1999,TUR,70493257.0,476309000000.0,217.69,3.088,101.64,68.93,44.13,38.33,15.51,271.52,3.852
Turkey,2000,TUR,71057204.0,488217000000.0,227.4,3.2,96.83,72.86,54.92,40.07,16.4,283.88,3.995
Turkey,2001,TUR,71625661.0,500422000000.0,237.54,3.316,104.03,77.94,57.42,42.53,16.61,296.68,4.142
Turkey,2002,TUR,72198666.0,512933000000.0,242.58,3.36,105.57,78.9,59.86,44.59,17.87,305.04,4.225
Turkey,2003,TUR,72776256.0,525756000000.0,259.46,3.565,110.86,84.03,63.85,45.04,18.26,322.76,4.435
Turkey,2004,TUR,73358466.0,538900000000.0,266.09,3.627,114.4,86.46,64.78,46.84,18.41,331.33,4.517
Turkey,2005,TUR,73945334.0,552372000000.0,277.91,3.758,117.37,89.59,67.66,49.1,19.63,346.64,4.688
Turkey,2006,TUR,74536896.0,566182000000.0,279.56,3.751,116.27,91.14,69.26,50.86,20.26,350.67,4.705
Turkey,2007,TUR,75133191.0,580336000000.0,289.05,3.847,120.43,96.51,72.44,52.55,20.34,361.94,4.817
Turkey,2008,TUR,75734257.0,594845000000.0,300.02,3.961,123.51,98.38,77.18,53.24,20.85,374.11,4.94
Turkey,2009,TUR,76340131.0,609716000000.0,302.19,3.958,125.7,97.81,75.3,56.11,22.05,380.34,4.982
Turkey,2010,TUR,76950852.0,624959000000.0,315.3,4.097,133.28,101.98,82.02,56.27,23.29,394.86,5.131
Turkey,2011,TUR,77566459.0,640583000000.0,329.56,4.249,138.31,110.45,83.96,60.17,23.26,412.99,5.324
Turkey,2012,TUR,78186991.0,656597000000.0,335.15,4.287,137.36,110.48,85.41,60.39,24.14,419.68,5.368
Turkey,2013,TUR,78812486.0,673012000000.0,350.83,4.451,146.01,115.3,90.45,60.95,24.28,436.06,5.533
Turkey,2014,TUR,79442986.0,689837000000.0,347.65,4.376,141.25,113.58,92.56,63.7,25.16,436.51,5.495
Turkey,2015,TUR,80078530.0,707083000000.0,366.19,4.573,146.92,120.6,96.73,65.09,25.9,457.17,5.709
Turkey,2016,TUR,80719158.0,724761000000.0,383.17,4.747,157.66,127.22,101.56,67.26,26.23,476.66,5.905
Turkey,2017,TUR,81364912.0,742880000000.0,381.14,4.684,150.95,125.93,101.48,67.3,28.13,476.57,5.857
Turkey,2018,TUR,82015831.0,761452000000.0,400.39,4.882,162.25,132.73,108.6,68.51,28.51,497.42,6.065
Turkey,2019,TUR,82671958.0,780488000000.0,394.04,4.766,159.41,129.4,107.51,73.62,28.08,495.74,5.996
Turkey,2020,TUR,83333333.0,800000000000.0,381.32,4.576,154.7,126.4,104.56,68.58,27.08,476.99,5.724
Turkey,2021,TUR,84000000.0,820000000000.0,415.5,4.946,162.67,139.4,112.41,75.05,29.99,520.54,6.197
South Africa,1990,ZAF,46867820.0,195348000000.0,296.34,6.323,254.54,38.74,7.43,51.39,16.09,363.82,7.763
South Africa,1991,ZAF,47242763.0,200232000000.0,300.0,6.35,258.61,38.02,7.43,52.12,15.98,368.1,7.792
South Africa,1992,ZAF,47620705.0,205238000000.0,307.86,6.465,264.72,38.8,7.86,51.5,16.25,375.61,7.887
South Africa,1993,ZAF,48001670.0,210369000000.0,308.25,6.422,265.4,38.78,7.75,52.89,16.66,377.79,7.87
South Africa,1994,ZAF,48385684.0,215628000000.0,313.0,6.469,261.1,39.83,7.83,53.9,16.41,383.31,7.922
South Africa,1995,ZAF,48772769.0,221019000000.0,309.18,6.339,266.53,38.88,7.93,54.13,17.17,380.47,7.801
South Africa,1996,ZAF,49162951.0,226544000000.0,314.16,6.39,260.79,40.68,8.01,54.98,16.67,385.8,7.847
South Africa,1997,ZAF,49556255.0,232208000000.0,325.19,6.562,278.26,41.98,8.27,55.96,17.35,398.5,8.041
South Africa,1998,ZAF,49952705.0,238013000000.0,318.14,6.369,269.2,40.12,7.98,55.15,16.98,390.27,7.813
South Africa,1999,ZAF,50352327.0,243963000000.0,326.05,6.475,271.73,42.34,8.35,54.65,18.11,398.81,7.92
South Africa,2000,ZAF,50755145.0,250062000000.0,332.61,6.553,273.78,45.22,10.62,57.72,18.05,408.38,8.046
South Africa,2001,ZAF,51161187.0,256314000000.0,328.38,6.419,267.56,45.42,10.49,56.43,17.79,402.6,7.869
South Africa,2002,ZAF,51570476.0,262722000000.0,344.79,6.686,290.42,47.89,11.39,57.37,18.2,420.36,8.151
South Africa,2003,ZAF,51983040.0,269290000000.0,338.64,6.514,281.71,48.31,11.15,58.12,18.59,415.34,7.99
South Africa,2004,ZAF,52398904.0,276022000000.0,340.5,6.498,285.76,47.86,11.24,59.56,18.76,418.82,7.993
South Africa,2005,ZAF,52818095.0,282922000000.0,343.24,6.499,285.42,47.94,11.55,61.04,19.16,423.45,8.017
South Africa,2006,ZAF,53240640.0,289996000000.0,355.38,6.675,293.3,49.63,12.1,59.69,19.02,434.08,8.153
South Africa,2007,ZAF,53666565.0,297245000000.0,354.29,6.602,287.57,50.67,11.82,62.06,19.01,435.36,8.112
South Africa,2008,ZAF,54095898.0,304677000000.0,352.81,6.522,290.44,49.49,11.99,62.55,18.91,434.27,8.028
South Africa,2009,ZAF,54528665.0,312293000000.0,371.76,6.818,299.51,52.79,12.98,61.72,19.15,452.64,8.301
South Africa,2010,ZAF,54964894.0,320101000000.0,366.68,6.671,298.3,53.54,12.7,64.14,20.28,451.1,8.207
South Africa,2011,ZAF,55404613.0,328103000000.0,371.73,6.709,309.87,53.51,13.33,62.11,20.24,454.08,8.196
South Africa,2012,ZAF,55847850.0,336306000000.0,376.55,6.743,307.09,54.99,13.49,62.4,19.81,458.76,8.214
South Africa,2013,ZAF,56294633.0,344714000000.0,384.43,6.829,316.67,57.12,13.93,66.7,20.66,471.78,8.381
South Africa,2014,ZAF,56744990.0,353331000000.0,380.2,6.7,305.85,56.32,13.83,63.8,20.44,464.43,8.185
South Africa,2015,ZAF,57198950.0,362165000000.0,396.64,6.934,323.82,58.19,14.45,65.05,20.64,482.33,8.433
South Africa,2016,ZAF,57656542.0,371219000000.0,388.94,6.746,311.48,58.07,14.27,68.13,21.45,478.51,8.299
South Africa,2017,ZAF,58117794.0,380499000000.0,389.5,6.702,319.24,57.72,14.69,66.32,21.43,477.25,8.212
South Africa,2018,ZAF,58582736.0,390012000000.0,401.04,6.846,323.58,58.89,15.12,69.08,21.17,491.28,8.386
